InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
I536080,F014,GRAPEFRUIT (RUBY RED),24,4/5/2024 0:00,2.35,11057,Brazil,0,PayPal,4.3,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F012,LEMON (MEYER),39,4/5/2024 0:00,2.44,11057,Brazil,0.04,PayPal,2.73,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F006,KIWI (GREEN),83,4/5/2024 0:00,2.79,11057,Brazil,0,PayPal,15.49,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),42,4/5/2024 0:00,8.14,11057,Brazil,0.02,PayPal,3.12,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),99,4/5/2024 0:00,6.44,11057,Brazil,0.03,PayPal,9.06,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F002,PINEAPPLE (HAWAIIAN),37,4/5/2024 0:00,4.73,11057,Brazil,0.02,PayPal,7.3,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F034,CHERRIES (RAINIER),23,4/5/2024 0:00,3.27,11057,Brazil,0.01,PayPal,5.37,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),87,4/5/2024 0:00,4.53,11057,Brazil,0.02,PayPal,15.36,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F007,STAR FRUIT,58,4/5/2024 0:00,3.58,11057,Brazil,0.02,PayPal,9.1,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F010,GUAVA (PINK),85,4/5/2024 0:00,5.38,11057,Brazil,0.01,PayPal,10.48,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F018,CLEMENTINE,30,4/5/2024 0:00,1.22,11057,Brazil,0,PayPal,3.41,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F009,PASSION FRUIT,92,4/5/2024 0:00,2.78,11057,Brazil,0.05,PayPal,13.47,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),93,4/5/2024 0:00,5.7,11057,Brazil,0.04,PayPal,11.43,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,62,4/5/2024 0:00,6.75,11057,Brazil,0.02,PayPal,4.22,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F004,COCONUT (YOUNG),30,4/5/2024 0:00,4.05,11057,Brazil,0.02,PayPal,5.9,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,66,4/5/2024 0:00,6.53,11057,Brazil,0.03,PayPal,8.53,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F007,STAR FRUIT,71,4/5/2024 0:00,6.4,11057,Brazil,0.03,PayPal,10.76,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),87,4/5/2024 0:00,5.16,11057,Brazil,0.03,PayPal,8.19,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),74,4/5/2024 0:00,4.32,11057,Brazil,0.03,PayPal,12.79,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F035,NECTARINES,18,4/5/2024 0:00,2.66,11057,Brazil,0.02,PayPal,6.36,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F010,GUAVA (PINK),59,4/5/2024 0:00,7.08,11057,Brazil,0.04,PayPal,4.24,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F006,KIWI (GREEN),47,4/5/2024 0:00,5.61,11057,Brazil,0.05,PayPal,5.66,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F025,CRANBERRIES,38,4/5/2024 0:00,6.18,11057,Brazil,0.02,PayPal,3.77,Berries,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F016,POMELO,31,4/5/2024 0:00,1.76,11057,Brazil,0.04,PayPal,3.54,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F021,STRAWBERRIES (1LB),67,4/5/2024 0:00,4.5,11057,Brazil,0.01,PayPal,5.02,Berries,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F022,BLUEBERRIES (PINT),72,4/5/2024 0:00,6.76,11057,Brazil,0.03,PayPal,6.77,Berries,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),67,4/5/2024 0:00,6.77,11057,Brazil,0.05,PayPal,5.46,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F020,CEDRAT,1,4/5/2024 0:00,3.01,11057,Brazil,0.1,PayPal,274.86,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,81,4/5/2024 0:00,4.09,11057,Brazil,0.05,PayPal,9.32,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),80,4/5/2024 0:00,5.46,11057,Brazil,0.03,PayPal,4.85,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F037,FIGS (BLACK),16,4/5/2024 0:00,3.6,11057,Brazil,0.04,PayPal,6.51,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F006,KIWI (GREEN),69,4/5/2024 0:00,6.07,11057,Brazil,0.02,PayPal,6.43,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,48,4/5/2024 0:00,4.96,11057,Brazil,0.04,PayPal,4.96,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F036,DATES (MEDJOOL),22,4/5/2024 0:00,3.72,11057,Brazil,0.04,PayPal,3.83,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F009,PASSION FRUIT,42,4/5/2024 0:00,5.92,11057,Brazil,0.03,PayPal,4.78,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),86,4/5/2024 0:00,4.33,11057,Brazil,0.04,PayPal,7.62,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),81,4/5/2024 0:00,4.22,11057,Brazil,0.04,PayPal,6.78,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,67,4/5/2024 0:00,4.64,11057,Brazil,0.05,PayPal,10.26,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F009,PASSION FRUIT,70,4/5/2024 0:00,5.74,11057,Brazil,0,PayPal,6.72,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F029,MULBERRIES,46,4/5/2024 0:00,5.81,11057,Brazil,0.04,PayPal,4.21,Berries,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),108,4/5/2024 0:00,5.82,11057,Brazil,0.03,PayPal,15.56,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F004,COCONUT (YOUNG),53,4/5/2024 0:00,5.21,11057,Brazil,0.04,PayPal,7.47,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,V046,LETTUCE (ROMAINE),1,4/5/2024 0:00,1.72,11057,Brazil,0.15,PayPal,310.5,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F038,ALMONDS (GREEN),1,4/5/2024 0:00,3.7,11057,Brazil,0.15,PayPal,311.71,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),95,4/5/2024 0:00,4.58,11057,Brazil,0.03,PayPal,17.11,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),80,4/5/2024 0:00,7.1,11057,Brazil,0.03,PayPal,7.44,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F020,CEDRAT,19,4/5/2024 0:00,2.16,11057,Brazil,0.03,PayPal,3.7,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,V050,POTATOES (RUSSET),1,4/5/2024 0:00,2.92,11057,Brazil,0.1,PayPal,300.92,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,76,4/5/2024 0:00,5.69,11057,Brazil,0.01,PayPal,15.29,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F011,ORANGE (VALENCIA),16,4/5/2024 0:00,2.32,11057,Brazil,0.03,PayPal,5.55,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,74,4/5/2024 0:00,4.03,11057,Brazil,0,PayPal,12.4,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F010,GUAVA (PINK),58,4/5/2024 0:00,5.21,11057,Brazil,0.03,PayPal,9.15,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F024,BLACKBERRIES,45,4/5/2024 0:00,5.3,11057,Brazil,0.05,PayPal,4.02,Berries,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),85,4/5/2024 0:00,4.35,11057,Brazil,0.01,PayPal,7.4,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),55,4/5/2024 0:00,4.48,11057,Brazil,0.05,PayPal,8.16,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F002,PINEAPPLE (HAWAIIAN),58,4/5/2024 0:00,3.43,11057,Brazil,0.03,PayPal,4.53,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F007,STAR FRUIT,55,4/5/2024 0:00,5.41,11057,Brazil,0.05,PayPal,5.85,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F002,PINEAPPLE (HAWAIIAN),74,4/5/2024 0:00,4.42,11057,Brazil,0.02,PayPal,7.92,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F007,STAR FRUIT,50,4/5/2024 0:00,3.9,11057,Brazil,0,PayPal,7.29,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),94,4/5/2024 0:00,4.85,11057,Brazil,0.03,PayPal,15.09,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F002,PINEAPPLE (HAWAIIAN),42,4/5/2024 0:00,4.77,11057,Brazil,0.01,PayPal,7.38,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F006,KIWI (GREEN),102,4/5/2024 0:00,3.8,11057,Brazil,0.1,PayPal,9.59,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F014,GRAPEFRUIT (RUBY RED),29,4/5/2024 0:00,0.91,11057,Brazil,0.01,PayPal,3,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F006,KIWI (GREEN),71,4/5/2024 0:00,3.92,11057,Brazil,0.03,PayPal,12.03,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),50,4/5/2024 0:00,7.16,11057,Brazil,0.03,PayPal,7.18,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F007,STAR FRUIT,41,4/5/2024 0:00,6.44,11057,Brazil,0.04,PayPal,8.39,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),105,4/5/2024 0:00,3.65,11057,Brazil,0.04,PayPal,13.76,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,72,4/5/2024 0:00,2.6,11057,Brazil,0.05,PayPal,13.61,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F004,COCONUT (YOUNG),41,4/5/2024 0:00,6.01,11057,Brazil,0.02,PayPal,6.9,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F010,GUAVA (PINK),44,4/5/2024 0:00,5.83,11057,Brazil,0,PayPal,5.73,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F003,MANGO (ALPHONSO),55,4/5/2024 0:00,5.86,11057,Brazil,0.03,PayPal,10.8,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F040,LOQUAT,17,4/5/2024 0:00,4.48,11057,Brazil,0.02,PayPal,6.57,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536081,F003,MANGO (ALPHONSO),61,2/11/2024 0:00,4.13,12506,Brazil,0.05,PayPal,5.57,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),25,2/11/2024 0:00,5.98,12506,Brazil,0.01,PayPal,5.78,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F003,MANGO (ALPHONSO),39,2/11/2024 0:00,4.71,12506,Brazil,0.02,PayPal,4.43,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F035,NECTARINES,1,2/11/2024 0:00,3.84,12506,Brazil,0.15,PayPal,287.87,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,64,2/11/2024 0:00,6.14,12506,Brazil,0.04,PayPal,6.53,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,70,2/11/2024 0:00,4.83,12506,Brazil,0.1,PayPal,5.73,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F016,POMELO,15,2/11/2024 0:00,2.95,12506,Brazil,0.04,PayPal,5.89,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),45,2/11/2024 0:00,7.65,12506,Brazil,0.05,PayPal,3.82,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F009,PASSION FRUIT,56,2/11/2024 0:00,5.63,12506,Brazil,0.05,PayPal,4.71,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F004,COCONUT (YOUNG),64,2/11/2024 0:00,5.08,12506,Brazil,0.03,PayPal,11.97,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),38,2/11/2024 0:00,6.7,12506,Brazil,0.05,PayPal,3.97,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F004,COCONUT (YOUNG),52,2/11/2024 0:00,4.32,12506,Brazil,0.02,PayPal,10.88,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F004,COCONUT (YOUNG),65,2/11/2024 0:00,5.81,12506,Brazil,0,PayPal,9.5,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),65,2/11/2024 0:00,5.42,12506,Brazil,0.02,PayPal,5.35,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,40,2/11/2024 0:00,4.42,12506,Brazil,0.03,PayPal,4.35,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F039,PRUNES (DRIED),1,2/11/2024 0:00,3.6,12506,Brazil,0.15,PayPal,311.78,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,62,2/11/2024 0:00,3.64,12506,Brazil,0.05,PayPal,9.6,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F011,ORANGE (VALENCIA),10,2/11/2024 0:00,3.18,12506,Brazil,0.02,PayPal,10.61,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),31,2/11/2024 0:00,4,12506,Brazil,0.03,PayPal,7.99,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),67,2/11/2024 0:00,5.12,12506,Brazil,0,PayPal,10.66,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),37,2/11/2024 0:00,5.21,12506,Brazil,0.02,PayPal,6.56,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F016,POMELO,23,2/11/2024 0:00,1.9,12506,Brazil,0.01,PayPal,3.18,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,45,2/11/2024 0:00,3.94,12506,Brazil,0.03,PayPal,3.22,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F011,ORANGE (VALENCIA),1,2/11/2024 0:00,1.78,12506,Brazil,0.1,PayPal,296.45,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),24,2/11/2024 0:00,3.96,12506,Brazil,0.01,PayPal,6.82,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F006,KIWI (GREEN),79,2/11/2024 0:00,4.89,12506,Brazil,0.01,PayPal,14.55,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),59,2/11/2024 0:00,5.02,12506,Brazil,0.01,PayPal,11.03,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F003,MANGO (ALPHONSO),69,2/11/2024 0:00,4.35,12506,Brazil,0.04,PayPal,12.69,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F018,CLEMENTINE,1,2/11/2024 0:00,2.27,12506,Brazil,0.1,PayPal,298.7,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,V050,POTATOES (RUSSET),1,2/11/2024 0:00,2.05,12506,Brazil,0.1,PayPal,322.38,Vegetables,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F002,PINEAPPLE (HAWAIIAN),37,2/11/2024 0:00,7.17,12506,Brazil,0.05,PayPal,7.97,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,53,2/11/2024 0:00,5.48,12506,Brazil,0.05,PayPal,7.55,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,52,2/11/2024 0:00,5.73,12506,Brazil,0.03,PayPal,9.08,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F010,GUAVA (PINK),37,2/11/2024 0:00,3.33,12506,Brazil,0.05,PayPal,3.85,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),42,2/11/2024 0:00,6.86,12506,Brazil,0,PayPal,8.54,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F004,COCONUT (YOUNG),72,2/11/2024 0:00,2.57,12506,Brazil,0.02,PayPal,5.2,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,58,2/11/2024 0:00,7.48,12506,Brazil,0,PayPal,4.11,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F017,BLOOD ORANGE,24,2/11/2024 0:00,3.21,12506,Brazil,0.02,PayPal,3.53,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),48,2/11/2024 0:00,4.63,12506,Brazil,0.04,PayPal,6.72,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F009,PASSION FRUIT,79,2/11/2024 0:00,4.89,12506,Brazil,0.04,PayPal,11.48,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F009,PASSION FRUIT,51,2/11/2024 0:00,4.88,12506,Brazil,0.02,PayPal,4.58,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F031,PEACHES (FREESTONE),1,2/11/2024 0:00,4.04,12506,Brazil,0.15,PayPal,324.32,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F010,GUAVA (PINK),59,2/11/2024 0:00,6.47,12506,Brazil,0.02,PayPal,10.63,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,33,2/11/2024 0:00,6.02,12506,Brazil,0,PayPal,4.2,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F025,CRANBERRIES,34,2/11/2024 0:00,7.31,12506,Brazil,0.05,PayPal,4.21,Berries,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),70,2/11/2024 0:00,5.45,12506,Brazil,0.04,PayPal,6.05,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F003,MANGO (ALPHONSO),56,2/11/2024 0:00,7.73,12506,Brazil,0.03,PayPal,8.69,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F009,PASSION FRUIT,67,2/11/2024 0:00,5.33,12506,Brazil,0.04,PayPal,6.78,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F010,GUAVA (PINK),54,2/11/2024 0:00,5.83,12506,Brazil,0.01,PayPal,11.04,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F020,CEDRAT,11,2/11/2024 0:00,1.57,12506,Brazil,0.03,PayPal,8.52,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,V044,CUCUMBERS (PERSIAN),15,2/11/2024 0:00,2.77,12506,Brazil,0.04,PayPal,6.48,Vegetables,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,39,2/11/2024 0:00,3.08,12506,Brazil,0.1,PayPal,4.01,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F012,LEMON (MEYER),22,2/11/2024 0:00,2.14,12506,Brazil,0.02,PayPal,3.95,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F006,KIWI (GREEN),42,2/11/2024 0:00,4.07,12506,Brazil,0,PayPal,9.08,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F006,KIWI (GREEN),57,2/11/2024 0:00,6.79,12506,Brazil,0.04,PayPal,5.32,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F034,CHERRIES (RAINIER),19,2/11/2024 0:00,2.12,12506,Brazil,0.05,PayPal,5.27,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F004,COCONUT (YOUNG),34,2/11/2024 0:00,5.58,12506,Brazil,0.05,PayPal,7.72,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,55,2/11/2024 0:00,4.43,12506,Brazil,0.02,PayPal,7.01,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F022,BLUEBERRIES (PINT),43,2/11/2024 0:00,7.93,12506,Brazil,0,PayPal,3.75,Berries,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,66,2/11/2024 0:00,5.37,12506,Brazil,0.04,PayPal,12.04,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),52,2/11/2024 0:00,5.17,12506,Brazil,0.02,PayPal,9.14,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F034,CHERRIES (RAINIER),1,2/11/2024 0:00,4.98,12506,Brazil,0.1,PayPal,297.84,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),30,2/11/2024 0:00,3.94,12506,Brazil,0.02,PayPal,3.71,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F015,TANGERINE (HONEY),22,2/11/2024 0:00,1.16,12506,Brazil,0.02,PayPal,3.61,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F002,PINEAPPLE (HAWAIIAN),56,2/11/2024 0:00,4.04,12506,Brazil,0.01,PayPal,7.73,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F009,PASSION FRUIT,47,2/11/2024 0:00,6.4,12506,Brazil,0.01,PayPal,5.75,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F001,BANANA (ORGANIC),50,2/11/2024 0:00,7.49,12506,Brazil,0.04,PayPal,5.98,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),49,2/11/2024 0:00,3.2,12506,Brazil,0.05,PayPal,4.84,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F013,LIME (KEY),15,2/11/2024 0:00,2.6,12506,Brazil,0.01,PayPal,5.76,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F012,LEMON (MEYER),21,2/11/2024 0:00,2.62,12506,Brazil,0.02,PayPal,3.78,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F018,CLEMENTINE,1,2/11/2024 0:00,2.09,12506,Brazil,0.1,PayPal,283.94,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F002,PINEAPPLE (HAWAIIAN),69,2/11/2024 0:00,3.67,12506,Brazil,0.1,PayPal,13.4,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,48,2/11/2024 0:00,6.84,12506,Brazil,0.05,PayPal,6.63,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F007,STAR FRUIT,34,2/11/2024 0:00,4.39,12506,Brazil,0.04,PayPal,7.53,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,V046,LETTUCE (ROMAINE),1,2/11/2024 0:00,1.68,12506,Brazil,0.1,PayPal,325.98,Vegetables,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F020,CEDRAT,11,2/11/2024 0:00,1.1,12506,Brazil,0.04,PayPal,9.46,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F012,LEMON (MEYER),36,2/11/2024 0:00,2.26,12506,Brazil,0.02,PayPal,2.71,Citrus,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),58,2/11/2024 0:00,6.57,12506,Brazil,0.05,PayPal,9.25,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F004,COCONUT (YOUNG),37,2/11/2024 0:00,5.71,12506,Brazil,0.03,PayPal,6.18,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F005,PAPAYA (RED),59,2/11/2024 0:00,3.24,12506,Brazil,0,PayPal,9.95,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F036,DATES (MEDJOOL),32,2/11/2024 0:00,2.81,12506,Brazil,0.03,PayPal,4.37,Stone Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,53,2/11/2024 0:00,6.76,12506,Brazil,0.05,PayPal,8.48,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
I536081,F008,DRAGON FRUIT,28,2/11/2024 0:00,6.27,12506,Brazil,0.05,PayPal,4.67,Tropical Fruit,Online,,RodoLogistics,SA1 (Brazil),Low
